user_id,is_active,retention_days,retention_rate
3cd38627-45fb-43cf-baa6-b0418ded984b,0,95,0.18217607628947474
7ef0c199-e6cb-47c2-9bc3-d3b80f116aa9,1,327,0.019239473657316486
bc7b50ad-68a8-4447-a9da-faf711ef958a,1,214,0.040631498269185884
ba1367a4-bcd9-4fe1-ba14-13e2276e29f3,1,154,0.3103002599007877
2c18b989-0777-4254-b027-56065d91ade9,1,223,0.7291804492874795
0ef03e28-3083-49bb-a53e-a3a0023469d6,1,41,0.5506632682917263
297d171f-9505-4d4d-9dbc-ef5bce3bbdf0,1,150,0.7240889716792664
a3662478-ab8c-4503-9149-f5c72c2521bd,0,124,0.362766054482885
6616a768-e1c5-4bc9-8967-32215c4cec27,1,300,0.8511635134957584
4f5f36eb-58ec-4fb7-bc5c-17eec30b03c8,1,165,0.5235754660812266
728a4202-f16a-4451-a2f2-875bc0d36aec,1,339,0.15913674011854406
3f436ea5-302d-45c0-bba0-50f0d3c0ff73,1,213,0.5449561667418772
d7312dac-08ad-419f-acc2-a8908cb6b65d,1,167,0.27681673627872616
fa4b6014-80ac-478a-bce3-dceb117828a8,1,329,0.5098644242034608
05a4bb40-3958-4eb3-a483-9b3b61fbf641,1,116,0.21696053357551326
d8fce027-8360-4b15-8e04-83ff4e515d10,1,155,0.7209168878945388
062aabb3-2dd8-4019-9561-af20e478cdcb,0,205,0.3532597284749991
2453b9f0-d001-4489-baca-e93275357561,1,188,0.14566207310484003
a142a313-1d54-4702-ae74-9ebb5da74f39,1,65,0.6994449058349679
1fc2fd39-2e77-4fc1-8610-7359be1c2dae,1,360,0.024196890557711792
84233d89-d9a9-4b8d-82ff-721b368c9406,1,197,0.4116081369303969
c45bb1f8-89e9-4ada-a6c3-c2c18ae21bf3,1,86,0.4926781190719983
185697df-4de8-4183-8fcd-511cb4453bee,0,210,0.4914815074387493
9fb6e1f1-9274-4a43-bd7b-977bdeade1b0,1,191,0.0678265615059025
1db6bec8-c9f5-4f8f-9226-d52d039b0dc9,0,294,0.14351084570738937
d3a72422-ff20-4e13-b37b-ec0ed2c330bc,0,214,0.04645886202836014
3a645958-601c-4254-9a5e-31455f9830ff,1,252,0.11182338351564669
96a02908-0e56-4e3e-9be6-c7ce4804dfb6,0,74,0.6301270700123022
3f442192-8cd0-4c1d-8f8f-e2c18d4ac9a2,1,363,0.36003163303876795
cb2a62cd-94db-4885-912b-bfb9c53976fb,0,83,0.24020998943394722
bc0b9e05-5cda-4218-be51-c87aa51b2a2b,0,308,0.900756411803358
98a87524-008d-48ab-896e-4cab004eeaa1,0,73,0.789618862960564
fb294da2-e786-44c4-b541-d5ed797c6fd2,0,328,0.2826732592523763
b0611448-4827-4d68-817c-1fc101861e03,0,284,0.9254319210251095
1c07b80c-5950-4597-9208-7c6712603a9e,1,9,0.7065842240334221
fc311bf5-f71a-470b-8c33-1201cd09c978,1,80,0.7080430867476851
558cc299-8b3c-4468-8ec0-ad6975243ffb,1,298,0.026708993429302996
7b8a0028-5188-4981-803c-052b8967c6c5,1,182,0.23377868363104737
40688d8b-5600-47cf-8b49-cce78909b2b1,1,53,0.6390622433697515
00b847f1-1371-4173-aae6-b3c1b868c293,0,279,0.45752720230585
331d9228-1918-478c-bad3-3b5449ded4f9,0,13,0.6264918967144267
fb3fd7a5-44b1-4b2f-abe2-42300fa92bf6,1,44,0.03337446728265214
736767ba-d943-42dd-9c5c-3adc2a37a2de,1,30,0.28913208044457817
5cf93f3a-6f27-468b-9d8a-46924978d286,1,147,0.663144828167039
ad56c976-1b46-4e78-9f4b-1d1feddd2147,1,80,0.2956124722359833
3df1dd1a-3524-4b26-b1d6-ed784d5c78a2,1,171,0.9216816086724687
a18333a4-698f-40dc-8aa8-7668f0c479a0,1,17,0.21696823385112418
decf6ead-ae4b-432c-a645-a51322346f40,0,87,0.25388685938320643
201ace96-d919-4dd4-9d3e-f7f9bcce4d26,0,146,0.5692315558357633
7d518fa4-e803-4c45-9bc9-3683f194b009,1,126,0.2621032432094449
2370a9dd-c7ce-4b92-ae3f-799803a56a44,1,328,0.9525910430016085
42ac1ef8-71cb-4e46-b443-13f7c28e135a,1,56,0.1343001202605103
1c83de48-386a-46a3-ad56-fe0d631a11b4,1,166,0.5775247273326758
a496c6ff-6fa3-4d9e-b76c-4d5c3fc45406,1,69,0.4003959021883742
852ded87-8568-4011-8cb2-45354efd8ebc,1,190,0.24424231392205553
010d2341-e44f-41b4-9920-71e29a9b3193,1,82,0.09895875199228232
f8ed62a4-2deb-466d-810b-485e9fb42402,1,300,0.5637310752593011
b73960d3-b6f5-4d75-b877-789697e54428,1,323,0.011835734001892417
470ddbce-25f2-4ea3-9ad3-a177fd1c0b30,1,292,0.9695050868750517
58c840c9-9faf-44b8-9147-8d9af5d954f8,0,145,0.35412448188353574
d6a5ae2c-ba56-4282-8bcf-f8dd5c3eedc9,1,272,0.16596737561751618
a769d646-816a-4a38-976a-e223ef113b27,0,136,0.0745013801897706
ba57cd1d-4db9-494c-a287-6a2951adc935,1,269,0.9611742582558057
0b047bfc-31e2-446f-9766-ef34ad5613a3,1,186,0.17178425807601239
15135816-7a95-40bc-a9e5-e4f549bf8843,0,36,0.9227989754212845
e574d480-880a-4d0e-a252-9ade203a757b,1,213,0.6248510873149863
171055c4-6cbf-411f-922e-5037b8ae641f,0,283,0.2328346610013502
beb7e889-7482-4a2e-adf9-869f2a10fcad,0,153,0.796374656932038
b08bb360-6c08-45bc-90dc-217de3a70626,1,9,0.4505223259255119
96f8a681-c48d-4428-a975-98124041bc0f,1,239,0.030085771002685502
01e943bf-8edb-44a6-b5a0-84d88c0b8aae,1,319,0.9146212608138482
bb1b0ff2-8f1f-4017-a823-614fad4226cb,1,350,0.6973978171849609
d04bda16-180a-497f-aed4-5bcc5ec0b91b,1,308,0.14117837718229298
1a0f89e8-8b5b-4114-80e8-88bd84401f3f,1,172,0.1886251140729306
cc8ee154-3ef9-430b-bb19-acd38de1cbca,1,53,0.7904484494532501
e8df2fe1-a1ec-4af1-84a7-fce8a3812e51,1,226,0.3691701772202767
570083e8-2f71-4f0f-80b0-cc44d3668dac,0,12,0.06552648297428887
5a25a1d3-8038-4e35-a4ef-170a22dd32a3,1,57,0.9908689889256969
2f69b58c-08e6-403b-98b8-83b80690f325,1,259,0.4388002335953015
82b80e84-aa2d-4d02-a116-dd4d9795bdac,1,51,0.5158279823728166
a60a55cc-8954-413a-a7c8-a9cba43bffc4,0,113,0.8210404672496676
1b55751f-a3af-42c8-a419-b9887e2279c7,1,134,0.030381578371370566
34c6d86f-b3e3-49fd-bf64-66430ca6713d,1,97,0.672974844315565
dea5bf62-b8a6-4be0-ae3e-9ec812c890d0,1,320,0.3776951004230621
2c7ddca5-3968-410b-b879-cc22da0abd47,1,182,0.630694382745866
61ae1500-cbc0-4a4d-ac6e-0c981934112e,0,223,0.4720974195603099
ffa39a1c-355a-4f9e-af10-ffef910d41c2,0,224,0.93730961206256
263903ca-fe31-4e4c-a086-72e0c4fd4bc9,1,165,0.96081666449257
458f5496-ef69-4bbb-a3f8-5cd7c6efd1a7,1,214,0.0786463598101953
fe470adf-fe69-4b76-9737-6a8a417a10df,1,225,0.36537872363356083
56c7e807-bc57-4186-9f2d-4c3eeb9c235b,1,355,0.16547971785216598
2d93f83c-b17a-4536-8bdd-8af77252bc98,0,302,0.9723789595403052
961ca34b-c100-4a63-89b3-5af006bcfe7f,0,25,0.15688310259217741
d88100a1-6a99-452b-ba83-162fa983bc7e,1,27,0.7602014226159297
58ac9c38-290b-4027-9890-3d2faae844c7,1,14,0.541096227068854
dc731abb-f10a-4939-8c66-32a99a36ba51,1,257,0.3031150420388562
3c6f0f4f-1928-42fc-871f-420786014376,1,3,0.5137562492889008
efa190e7-cead-4bf9-b86d-ab4a593d043d,1,249,0.9669112702010079
f52f2a6b-757d-48cb-b16e-c668c5ae5573,0,345,0.4528053754167808
ee7dcc49-64bd-4d5b-a43f-24cdea987dcd,1,324,0.6364959922305945
bf4ac72a-896a-490d-b32f-e8bbb7ef96d8,1,341,0.5571934850202266
5c6443b2-de08-4917-b7ca-446ef58a3707,1,260,0.35822360193532954
9af69c9b-e60d-4952-b492-ddd82bfc8e2e,1,303,0.4672937569198864
65a5432d-8fbb-4ce3-a1bd-4db13d884531,1,329,0.23008186771153472
1e5c43d4-dc9f-4d90-926f-f9312745512d,0,304,0.41336835731910127
02b571e8-3294-4ba7-a457-53984c0d93ba,1,146,0.36493112887138146
de0b98fa-f1c0-4a6f-b35b-86cac7ca74e5,1,192,0.06092869149795588
55fff564-d1f6-417f-9736-03a7579bb575,1,75,0.7294376203302078
143183e9-36b1-4a15-aa2d-59b60e02443c,1,172,0.9346300004370488
e5f219e1-879a-4bab-bfd3-e1d8f4222723,1,140,0.13470389656124504
8f155bbd-7e36-4b7a-932b-6e9395ccedf8,0,354,0.12497499536319157
b75a0764-e0cf-49c1-addf-b8700981a569,0,338,0.20512304870382714
71568c9c-9b6f-4f92-a651-c111104d563b,1,188,0.51968370277388
4a8c4767-d34a-4d31-8f75-d857a9755cb0,1,294,0.4996315770286569
b8c1a853-c4e0-4df3-ab77-bfa1fd8134e9,0,20,0.8430848197903807
8e345394-ad7d-49e7-a94c-019285c8c984,0,150,0.38887281465989076
c905f60b-4a0c-485b-9483-ef9220a85f1b,1,96,0.3879615009693701
f7ba3dbb-5dbc-4450-b27b-1673af74c458,1,280,0.9138697061573932
0905ca7d-39d9-4a57-8279-395f486fadd6,1,32,0.0911796131213024
94fec012-ab59-430e-9692-d375dc07f843,0,68,0.4143933816051891
1400221e-0c3d-4616-a73e-c35b732a8b87,1,90,0.611942098370986
4d1dfb55-27e6-48ca-ade7-2d8236e5facd,0,111,0.4598299287815856
77202c59-0e40-4354-9e5b-e18030d13c40,0,215,0.8926640564104759
70928889-5dbc-4351-a18f-6cfe41cffa81,1,138,0.2219710876542771
2d408317-4344-4a7e-b2b8-bda2af0f8f92,1,300,0.22991593558258527
2969f0f9-4049-471b-a219-c57b3d2677a9,1,281,0.9313067527611818
f182b388-cf81-4cfa-922e-2e466612644a,1,312,0.1639744229972
cd774846-fdd8-4e11-b1dd-5c3a06ccd57c,1,140,0.8423247483700216
a49f945c-ab3e-4e72-9227-a98613b06c08,1,331,0.1902539172782055
d6a5bbfc-8526-40e8-9369-c6b18d7f6797,1,185,0.5400344547599294
239223ff-b1b6-4106-91bd-cdc6bb41a0a7,1,229,0.3660851589102667
36d4bb54-b4f8-4bf5-ab6a-27c14cb2dfed,0,284,0.8567833839447152
f85690fa-cdf8-4aad-b8de-6a3b76dfc595,1,69,0.2185695130098929
bfb5af2e-73a5-47a1-b143-c04cfc2475a8,1,91,0.06033701731888519
3815298a-3325-4ae9-bffe-a68fe46af24b,1,129,0.2748967258255377
d28b899d-b696-4e26-bbf1-2148c7d140e6,1,267,0.16411442017158628
d708172f-7ac2-48d3-8335-258003a03a78,1,111,0.4998562907599686
